Indnum,Activity,Consumption,Quality_of_Life_Importance__1_10,solar_powered__water_heater,gas_water_heater,electric_water_heater___peak_hou,electric_water_heater___off_peak,gas,natural_gas,hybrid,electric___peak_hours,electric___off_peak_hours,jetfuel
607,air travel - large plane,3756,45,,,,,,,,,,
607,air travel - small  plane (<50 seats),,,,,,,,,,,,1
607,car trips- self only,305,61,,,,,1,,,,,
607,car trips - driver and self,39,32,,,,,1,,,,,
607,car trips - 2+ people with multiple end points,13,,,,,,1,,,,,
607,trips using public ground transportation,15,56,,,,,,,,,,
607,bags of garbage disposed,27,46,,,,,,,,,,
607,bags of recycling deposited (negative CF),,,,,,,,,,,,
607,bags of compost deposited (negative CF),,,,,,,,,,,,
607,hazardous or electric items disposed,,,,,,,,,,,,
607,large items disposed,1,18,,,,,,,,,,
608,Household heating => 70F,1,81,,,,,,1,,,,
608,Household heating < 70F,9,62,,1,,1,,1,,,,
608,Use of heat pump,,44,,1,,,,,,,,
608,Use of air conditioner,17,54,,1,,1,,,,,,
608,shower - short,2,98,,1,,,,,,,,
608,shower - long (> 3 min),21,86,,,,,,,,,,
608,bath,,21,,,,,,,,,,
608,wash-up,32,25,,,,,,,,,,
608,use of dishwasher,,19,,,,,,,,,,
608,use of clothes washer,8,29,,,,,,,,,,
608,use of clothes dryer,4,21,,,,,,,,1,1,
608,use of cooking range,,,,,,,,,,,1,
608,use of  oven,9,35,,,1,,,,,,1,
608,use of self-clean feature of electric oven,4,19,,,,,,,,,,
608,Small kitchen appliance in the home,,,,,,,,,,,,
608,TV/computer use,58,24,,,,,,,,,,
608,air travel - large plane,3236,42,,,,,,,,,,
608,air travel - small  plane (<50 seats),,,,,,,,,,,,
608,car trips- self only,274,58,,,,,1,,,,,
608,car trips - driver and self,23,21,,,,,1,,,,,
608,car trips - 2+ people with multiple end points,,,,,,,1,,,,,
608,trips using public ground transportation,17,62,,,,,,,,,,
608,bags of garbage disposed,27,44,,,,,,,,,,
608,bags of recycling deposited (negative CF),,,,,,,,,,,,
608,bags of compost deposited (negative CF),,,,,,,,,,,,
608,hazardous or electric items disposed,,,,,,,,,,,,
608,large items disposed,1,20,,,,,,,,,,
609,Household heating => 70F,9,65,,,,,,1,,,,
609,Household heating < 70F,10,92,,,,,,1,,,,
609,Use of heat pump,-5,46,,,,,,,,,,
609,Use of air conditioner,21,46,,,1,,,,,,,
609,shower - short,4,95,,,,1,,,,,,
609,shower - long (> 3 min),13,86,1,,,,,,,,,
609,bath,,20,,,,,,,,,,
609,wash-up,43,29,,,,,,,,,,
609,use of dishwasher,,25,,,,,,,,,,
609,use of clothes washer,4,31,,,,,,,,,,
609,use of clothes dryer,1,16,,,,,,,,,,
609,use of cooking range,,,1,,1,1,,,,,,
609,use of  oven,11,40,,,,,,,,,,
609,use of self-clean feature of electric oven,4,18,1,,,,,,,,,
609,Small kitchen appliance in the home,,,,,,,,,,,,
609,TV/computer use,64,23,,,,,,,,,,
609,air travel - large plane,3748,49,,,,,,,,,,
609,air travel - small  plane (<50 seats),,,,,,,,,,,,
609,car trips- self only,410,58,,,,,1,,,,,
609,car trips - driver and self,30,40,,,,,1,,,,,
609,car trips - 2+ people with multiple end points,,,,,,,1,,,,,
609,trips using public ground transportation,13,46,,,,,,,,,,
609,bags of garbage disposed,25,49,,,,,,,,,,
609,bags of recycling deposited (negative CF),,,,,,,,,,,,
609,bags of compost deposited (negative CF),,,,,,,,,,,,
609,hazardous or electric items disposed,,,,,,,,,,,,
609,large items disposed,,13,,,,,,,,,,
610,Household heating => 70F,4,87,,1,1,,,1,,,,
610,Household heating < 70F,7,78,,,1,,,1,,,,
610,Use of heat pump,,54,,,,,,,,,,
610,Use of air conditioner,18,43,,,,,,,,,,
610,shower - short,7,83,,,,,,,,,,
610,shower - long (> 3 min),34,77,,1,,,,,,,,
610,bath,,20,,,,,,,,,,
610,wash-up,37,39,,,,,,,,1,,
610,use of dishwasher,,23,,,,,,,,,,
610,use of clothes washer,2,43,,,,,,,,,,
610,use of clothes dryer,3,17,,1,,,,,,,1,
610,use of cooking range,,,,,,1,,,,,1,
610,use of  oven,9,33,,,,,,,,,1,
610,use of self-clean feature of electric oven,2,21,,,,,,,,,,
610,Small kitchen appliance in the home,,,,,,,,,,,,
610,TV/computer use,61,26,,,,,,,,,,
610,air travel - large plane,2085,43,,,,,,,,,,
610,air travel - small  plane (<50 seats),,,,,,,,,,,,
610,car trips- self only,339,61,,,,,1,,,,,
610,car trips - driver and self,30,29,,,,,1,,,,,
610,car trips - 2+ people with multiple end points,26,,,,,,1,,,,,
610,trips using public ground transportation,12,58,,,,,,,,,,
610,bags of garbage disposed,24,44,,,,,,,,,,
610,bags of recycling deposited (negative CF),,,,,,,,,,,,
610,bags of compost deposited (negative CF),,,,,,,,,,,,
610,hazardous or electric items disposed,,,,,,,,,,,,
610,large items disposed,,16,,,,,,,,,,
611,Household heating => 70F,8,71,,,,,,1,,,,
611,Household heating < 70F,8,68,,,,,,1,,,,
611,Use of heat pump,,55,,,,,,,,,,
611,Use of air conditioner,31,49,,,,,,,,,,
611,shower - short,3,93,,,,,,,,,,
611,shower - long (> 3 min),19,91,,,,,,,,,,
611,bath,,19,,,,,,,,,,
611,wash-up,51,27,,,,,,,,,,
611,use of dishwasher,,20,,,,,,,,,,
611,use of clothes washer,8,34,,,,,,,,,,
611,use of clothes dryer,2,17,,,,,,,,,,
611,use of cooking range,,,,,,,,,,,,
611,use of  oven,10,31,,,,,,,,,,
611,use of self-clean feature of electric oven,2,13,,,,1,,,,,,
611,Small kitchen appliance in the home,,,,,,,,,,,,
611,TV/computer use,64,28,,,,,,,,,,
611,air travel - large plane,3594,47,,,,,,,,,,
611,air travel - small  plane (<50 seats),,,,,,,,,,,,
611,car trips- self only,295,50,,,,,1,,,,,
611,car trips - driver and self,20,40,,,,,1,,,,,
611,car trips - 2+ people with multiple end points,22,,,,,,1,,,,,
611,trips using public ground transportation,19,47,,,,,,,,,,
611,bags of garbage disposed,28,48,,,,,,,,,,
611,bags of recycling deposited (negative CF),,,,,,,,,,,,
611,bags of compost deposited (negative CF),,,,,,,,,,,,
611,hazardous or electric items disposed,,,,,,,,,,,,
611,large items disposed,2,19,,,,,,,,,,
612,Household heating => 70F,4,83,,,,,,1,,,,
612,Household heating < 70F,3,75,,,,,,1,,,,
612,Use of heat pump,,46,,,,,,,,,,
612,Use of air conditioner,23,55,,,,,,,,,,
612,shower - short,6,98,,,,,,,,,,
612,shower - long (> 3 min),39,84,,,,,,,,,,
612,bath,,17,,,,,,,,,,
612,wash-up,50,36,,,,,,,,,,
612,use of dishwasher,,25,,,,,,,,,,
612,use of clothes washer,5,30,,,,,,,,,,
612,use of clothes dryer,1,18,,,,,,,,,1,
612,use of cooking range,,,,,,,,,,,1,
612,use of  oven,12,38,,,,,,,,,1,
612,use of self-clean feature of electric oven,4,13,,,,,,,,,,
612,Small kitchen appliance in the home,62,,,,,,,,,,,
612,TV/computer use,61,26,,,,,,,,,,
612,air travel - large plane,2445,47,,,,,,,,,,1
612,air travel - small  plane (<50 seats),,,,,,,,,,,,
612,car trips- self only,268,52,,,,,1,,,,,
612,car trips - driver and self,35,29,,,,,1,,,,,
612,car trips - 2+ people with multiple end points,17,,,,,,1,,,,,
612,trips using public ground transportation,16,61,,,,,,,,,,
612,bags of garbage disposed,17,42,,,,,,,,,,
612,bags of recycling deposited (negative CF),,,,,,,,,,,,
612,bags of compost deposited (negative CF),,,,,,,,,,,,
612,hazardous or electric items disposed,,,,,,,,,,,,
612,large items disposed,1,18,,,,,,,,,,
613,Household heating => 70F,7,90,,,1,,,1,,,,
613,Household heating < 70F,8,92,,,,,,1,,,,
613,Use of heat pump,,43,,,,,,,,,,
613,Use of air conditioner,29,58,,,,,,,,,,
613,shower - short,5,86,,,,,,,,,,
613,shower - long (> 3 min),11,83,,,1,,,,,,,
613,bath,,12,,,,,,,,,,
613,wash-up,47,40,,,,,,,,,,
613,use of dishwasher,,20,,,,,,,,,,
613,use of clothes washer,4,40,,,,,,,,,,
613,use of clothes dryer,4,14,,,,,,,,,,
613,use of cooking range,,,,,,,,,,,,
613,use of  oven,10,40,,,,,,,,,,
613,use of self-clean feature of electric oven,4,11,,,,,,,,,,
613,Small kitchen appliance in the home,,,,,,,,,,,,
613,TV/computer use,59,29,,,,,,,,,,
613,air travel - large plane,3619,49,,,,,,,,,,
613,air travel - small  plane (<50 seats),,,,,,,,,,,,
613,car trips- self only,327,44,,,,,1,,,,,
613,car trips - driver and self,33,34,,,,,1,,,,,
613,car trips - 2+ people with multiple end points,28,,,,,,1,,,,,
613,trips using public ground transportation,15,51,,,,,,,,,,
613,bags of garbage disposed,18,45,,,,,,,,,,
613,bags of recycling deposited (negative CF),,,,,,,,,,,,
613,bags of compost deposited (negative CF),,,,,,,,,,,,
613,hazardous or electric items disposed,,,,,,,,,,,,
613,large items disposed,1,19,,,,,,,,,,
614,Household heating => 70F,5,63,,1,,,,1,,,,
614,Household heating < 70F,3,71,,,,,,1,,,,
614,Use of heat pump,,55,,,,,,,,,,
614,Use of air conditioner,28,47,,,,,,,,,,
614,shower - short,5,94,,,,,,,,,,
614,shower - long (> 3 min),15,88,,,,,,,,,,
614,bath,,18,,,,,,,,,,
614,wash-up,38,36,,,,,,,,,,
614,use of dishwasher,,20,,,,,,,,,,
614,use of clothes washer,3,31,,,,,,,,,,
614,use of clothes dryer,1,18,,,,,,,,,1,
614,use of cooking range,,,,,,,,,,,1,
614,use of  oven,9,40,,,,,,,,,1,
614,use of self-clean feature of electric oven,3,17,,,,,,,,,,
614,Small kitchen appliance in the home,59,,,,,,,,,,,
614,TV/computer use,62,28,,,,,,,,,,
614,air travel - large plane,2028,42,,,,,,,,,,
614,air travel - small  plane (<50 seats),,,,,,,,,,,,
614,car trips- self only,340,53,,,,,1,,,,,
614,car trips - driver and self,17,28,,,,,1,,,,,
614,car trips - 2+ people with multiple end points,,,,,,,1,,,,,
614,trips using public ground transportation,14,60,,,,,,,,,,
614,bags of garbage disposed,21,50,,,,,,,,,,
614,bags of recycling deposited (negative CF),,,,,,,,,,,,
614,bags of compost deposited (negative CF),,,,,,,,,,,,
614,hazardous or electric items disposed,,,,,,,,,,,,
614,large items disposed,,14,,,,,,,,,,
615,Household heating => 70F,6,68,,,,,,1,,,,
615,Household heating < 70F,3,63,,,,,,1,,,,
615,Use of heat pump,,41,,,,,,,,,,
615,Use of air conditioner,21,53,,,,,,,,,,
615,shower - short,7,96,,,,,,,,,,
615,shower - long (> 3 min),37,88,,,,,,,,,,
615,bath,,17,,,,,,,,,,
615,wash-up,50,32,,,,,,,,,,
615,use of dishwasher,,22,,,,,,,,,,
615,use of clothes washer,3,32,,,,,,,,,,
615,use of clothes dryer,4,11,,,,,,,,,,
615,use of cooking range,,,,,,,,,,,,
615,use of  oven,9,38,,,,,,,,,,
615,use of self-clean feature of electric oven,1,12,,,,,,,,,,
615,Small kitchen appliance in the home,,,,,,,,,,,,
615,TV/computer use,59,27,,,,,,,,,,
615,air travel - large plane,2319,42,,,,,,,,,,
615,air travel - small  plane (<50 seats),,,,,,,,,,,,1
615,car trips- self only,341,57,,,,,1,,,,,
615,car trips - driver and self,34,29,,,,,1,,,,,
615,car trips - 2+ people with multiple end points,13,,,,,,1,,,,,
615,trips using public ground transportation,15,50,,,,,,,,,,
615,bags of garbage disposed,17,43,,,,,,,,,,
615,bags of recycling deposited (negative CF),,,,,,,,,,,,
615,bags of compost deposited (negative CF),,,,,,,,,,,,
615,hazardous or electric items disposed,,,,,,,,,,,,
615,large items disposed,2,12,,,,,,,,,,
616,Household heating => 70F,2,92,,,,1,,1,,,,
616,Household heating < 70F,4,68,,1,,,,1,,,,
616,Use of heat pump,,49,1,,,,,,,,,
616,Use of air conditioner,14,48,1,,,,,,,,,
616,shower - short,4,95,,,,,,,,,,
616,shower - long (> 3 min),19,80,,,,,,,,,,
616,bath,,14,,,,,,,,,,
616,wash-up,43,43,,1,,,,,,,,
616,use of dishwasher,,21,,,,1,,,,,,
616,use of clothes washer,2,41,,,,,,,,,,
616,use of clothes dryer,4,16,,,,,,,,,1,
616,use of cooking range,,,,,,,,,,,1,
616,use of  oven,8,41,,,,,,,,,1,
616,use of self-clean feature of electric oven,2,16,,,1,,,,,,,
616,Small kitchen appliance in the home,,,,,,,,,,,,
616,TV/computer use,63,28,,,,,,,,,,
616,air travel - large plane,2413,41,,,,,,,,,,1
616,air travel - small  plane (<50 seats),,,,,,,,,,,,
616,car trips- self only,357,47,,,,,1,,,,,
616,car trips - driver and self,19,40,,,,,1,,,,,
616,car trips - 2+ people with multiple end points,,,,,,,1,,,,,
616,trips using public ground transportation,13,44,,,,,,,,,,
616,bags of garbage disposed,25,49,,,,,,,,,,
616,bags of recycling deposited (negative CF),,,,,,,,,,,,
616,bags of compost deposited (negative CF),,,,,,,,,,,,
616,hazardous or electric items disposed,,,,,,,,,,,,
616,large items disposed,,15,,,,,,,,,,
617,Household heating => 70F,9,78,1,,,,,1,,,,
617,Household heating < 70F,6,71,,,,,,1,,,,
617,Use of heat pump,-2,52,1,,,,,,,,,
617,Use of air conditioner,13,49,,,,,,,,,,
617,shower - short,8,82,,,,,,,,,,
617,shower - long (> 3 min),14,80,,,,,,,,,,
617,bath,,9,,,,,,,,,,
617,wash-up,45,29,,,,,,,,,,
617,use of dishwasher,,21,,,,,,,,,,
617,use of clothes washer,8,42,,,,,1,,,,,
617,use of clothes dryer,4,18,,1,,,,,,,,
617,use of cooking range,,,,,,,,,,,,
617,use of  oven,10,37,,,,,,,,,,
617,use of self-clean feature of electric oven,1,20,,,,,,,,,,
617,Small kitchen appliance in the home,,,,,,,,,,,,
617,TV/computer use,58,27,,,,,,,,,,
617,air travel - large plane,3036,42,,,,,,,,,,
617,air travel - small  plane (<50 seats),,,,,,,,,,,,
617,car trips- self only,404,49,,,,,1,,,,,
617,car trips - driver and self,31,38,,,,,1,,,,,
617,car trips - 2+ people with multiple end points,21,,,,,,1,,,,,
617,trips using public ground transportation,13,50,,,,,,,,,,
617,bags of garbage disposed,25,41,,,,,,,,,,
617,bags of recycling deposited (negative CF),,,,,,,,,,,,
617,bags of compost deposited (negative CF),,,,,,,,,,,,
617,hazardous or electric items disposed,,,,,,,,,,,,
617,large items disposed,2,19,,,,,,,,,,
618,Household heating => 70F,9,65,,,,,,1,,,,
618,Household heating < 70F,1,65,,,,,,1,,,,
618,Use of heat pump,-2,50,,,,,,,,,,
618,Use of air conditioner,21,50,,,,1,,,,,,
618,shower - short,4,82,,,1,,,,,,,
618,shower - long (> 3 min),14,91,,,,,,,,,,
618,bath,,11,,,,,,,,,,
618,wash-up,35,34,,,,,,,,,,
618,use of dishwasher,,20,,,,,,,,,,
618,use of clothes washer,7,45,,,,,,,,,,
618,use of clothes dryer,1,18,,,,,,,,,1,
618,use of cooking range,,,,1,,,,,,,1,
618,use of  oven,8,41,,,,,,,,,1,
618,use of self-clean feature of electric oven,2,13,,,1,,,,,,,
618,Small kitchen appliance in the home,,,,,,,,,,,,
618,TV/computer use,58,21,,,,,,,,,,
618,air travel - large plane,2091,44,,,,,,,,,,
618,air travel - small  plane (<50 seats),,,,,,,,,,,,
618,car trips- self only,361,61,,,,,1,,,,,
618,car trips - driver and self,13,25,,,,,1,,,,,
618,car trips - 2+ people with multiple end points,,,,,,,1,,,,,
618,trips using public ground transportation,19,43,,,,,,,,,,
618,bags of garbage disposed,26,49,,,,,,,,,,
618,bags of recycling deposited (negative CF),,,,,,,,,,,,
618,bags of compost deposited (negative CF),,,,,,,,,,,,
618,hazardous or electric items disposed,,,,,,,,,,,,
618,large items disposed,,16,,,,,,,,,,
619,Household heating => 70F,8,87,,,,,,1,,,,
619,Household heating < 70F,6,66,,,,,,1,,,,
619,Use of heat pump,,52,,,,,,,,,,
619,Use of air conditioner,24,38,,,,,,,,,,
619,shower - short,5,88,1,,,,,,,,,
619,shower - long (> 3 min),31,77,,,,1,,,,,,
619,bath,,15,1,1,,,,,,,,
619,wash-up,34,35,,,,1,,,,,,
619,use of dishwasher,,23,,,,,,,,,,
619,use of clothes washer,6,27,,,,,,,1,,,
619,use of clothes dryer,1,21,,,,,,,,,,
619,use of cooking range,,,,,,,,,,,,
619,use of  oven,12,39,,,,,,,,,,
619,use of self-clean feature of electric oven,2,16,,1,,,,,,,,
619,Small kitchen appliance in the home,,,,,,,,,,,,
619,TV/computer use,63,23,,,,,,,,,,
619,air travel - large plane,2450,51,,,,,,,,,,
619,air travel - small  plane (<50 seats),,,,,,,,,,,,
619,car trips- self only,297,56,,,,,1,,,,,
619,car trips - driver and self,34,39,,,,,1,,,,,
619,car trips - 2+ people with multiple end points,,,,,,,1,,,,,
619,trips using public ground transportation,14,49,,,,,,,,,,
619,bags of garbage disposed,24,46,,,,,,,,,,
619,bags of recycling deposited (negative CF),,,,,,,,,,,,
619,bags of compost deposited (negative CF),,,,,,,,,,,,
619,hazardous or electric items disposed,,,,,,,,,,,,
619,large items disposed,1,12,,,,,,,,,,
620,Household heating => 70F,4,72,,,,,,1,,,,
620,Household heating < 70F,6,76,,,,,,1,,,,
620,Use of heat pump,,50,,,,,,,,,,
620,Use of air conditioner,14,57,,,,,,,,,,
620,shower - short,8,98,,,,,,,,,,
620,shower - long (> 3 min),18,76,,,,1,,,,,,
620,bath,,15,,,,,,,,,,
620,wash-up,52,41,,,,,,,,,,
620,use of dishwasher,,23,,,,,,,,,,
620,use of clothes washer,8,36,,,,,,,,,,
620,use of clothes dryer,1,17,,,1,,,,,,1,
620,use of cooking range,,,,,1,,,,,,1,
620,use of  oven,8,35,1,,,,,,,,1,
620,use of self-clean feature of electric oven,1,15,,,,,,,,,,
620,Small kitchen appliance in the home,53,,1,,,,,,,,,
620,TV/computer use,61,31,,1,,,,,,,,
620,air travel - large plane,3360,49,,,,,,,,,,
620,air travel - small  plane (<50 seats),,,,,,,,,,,,
620,car trips- self only,399,56,,,,,1,,,,,
620,car trips - driver and self,40,28,,,,,1,,,,,
620,car trips - 2+ people with multiple end points,,,,,,,1,,,,,
620,trips using public ground transportation,14,50,,,,,,,,,,
620,bags of garbage disposed,18,42,,,,,,,,,,
620,bags of recycling deposited (negative CF),,,,,,,,,,,,
620,bags of compost deposited (negative CF),6,13,,,,,,,,,,
620,hazardous or electric items disposed,,,,,,,,,,,,
620,large items disposed,2,16,,,,,,,,,,
621,Household heating => 70F,7,77,,,,,,1,,,,
621,Household heating < 70F,8,82,,,1,,,1,,,,
621,Use of heat pump,,55,,,,,,,,,,
621,Use of air conditioner,30,38,,,,,,,,,,
621,shower - short,4,86,,,1,,,,,,,
621,shower - long (> 3 min),24,79,,,,,,,,,,
621,bath,,17,,,,,,,,,,
621,wash-up,43,35,,,,,,,,,,
621,use of dishwasher,,23,1,,,,,,,,,
621,use of clothes washer,3,36,,,,,,,,,,
621,use of clothes dryer,4,13,,,,,,,,,,
621,use of cooking range,,,,,,1,,,,,,
621,use of  oven,10,39,,,,,,,,,,
621,use of self-clean feature of electric oven,4,14,,,,,,,,,,
621,Small kitchen appliance in the home,56,,,,,,,,,,,
621,TV/computer use,64,28,,,,,,,,1,,
621,air travel - large plane,2557,48,,,,,,,,,,
621,air travel - small  plane (<50 seats),,,,,,,,,,,,
621,car trips- self only,322,47,,,,,1,,,,,
621,car trips - driver and self,25,19,,,,,1,,,,,
621,car trips - 2+ people with multiple end points,27,,,,,,1,,,,,
621,trips using public ground transportation,17,51,,,,,,,,,,
621,bags of garbage disposed,22,46,,,,,,,,,,
621,bags of recycling deposited (negative CF),,,,,,,,,,,,
621,bags of compost deposited (negative CF),3,6,,,,,,,,,,
621,hazardous or electric items disposed,,,,,,,,,,,,
621,large items disposed,,18,,,,,,,,,,
622,Household heating => 70F,1,89,,1,,,,1,,,,
622,Household heating < 70F,6,60,1,,,,,1,,,,
622,Use of heat pump,,49,,1,,,,,,,,
622,Use of air conditioner,27,58,,,,1,1,,,,,
622,shower - short,7,87,,,,,,,,,,
622,shower - long (> 3 min),20,72,,,,,,,,,,
622,bath,,15,,,,,,,,,,
622,wash-up,36,28,,,,,1,,,,,
622,use of dishwasher,,22,,,,,,,,,,
622,use of clothes washer,2,44,,,,,,,,,,
622,use of clothes dryer,4,16,,,,,,,,,1,
622,use of cooking range,,,,,,,,,,,1,
622,use of  oven,8,36,1,,,,,,,,1,
622,use of self-clean feature of electric oven,1,11,,1,,,,,,,,
622,Small kitchen appliance in the home,,,,,,,,,,,,
622,TV/computer use,59,25,1,,,,,,,,,
622,air travel - large plane,2751,45,,,,,,,,,,
622,air travel - small  plane (<50 seats),,,,,,,,,,,,
622,car trips- self only,360,54,,,,,1,,,,,
622,car trips - driver and self,31,19,,,,,1,,,,,
622,car trips - 2+ people with multiple end points,,,,,,,1,,,,,
622,trips using public ground transportation,13,57,,,,,,,,,,
622,bags of garbage disposed,26,41,,,,,,,,,,
622,bags of recycling deposited (negative CF),,,,,,,,,,,,
622,bags of compost deposited (negative CF),4,9,,,,,,,,,,
622,hazardous or electric items disposed,,,,,,,,,,,,
622,large items disposed,2,19,,,,,,,,,,
623,Household heating => 70F,5,63,,,1,,,1,,,,
623,Household heating < 70F,3,72,,,,,,1,,,,
623,Use of heat pump,,53,,1,,,,,,,,
623,Use of air conditioner,13,42,,,,,,,,,,
623,shower - short,7,87,,,,,,,,,,
623,shower - long (> 3 min),26,90,,1,,,,,,,,
623,bath,,21,,1,,,,,,,,
623,wash-up,54,32,,,,,,,,,,
623,use of dishwasher,,24,1,,,,,,,,,
623,use of clothes washer,3,30,,,,,,,,,,
623,use of clothes dryer,3,12,,1,,,,,,,,
623,use of cooking range,,,,,,,,,,,,
623,use of  oven,11,38,,,,,,,,,,
623,use of self-clean feature of electric oven,4,21,,,,,,,,,,
623,Small kitchen appliance in the home,,,,,,,,,,,,
623,TV/computer use,58,21,,,,,,,,,,
623,air travel - large plane,2948,50,,,,,,,,,,1
623,air travel - small  plane (<50 seats),,,,,,,,,,,,
623,car trips- self only,430,56,,,,,1,,,,,
623,car trips - driver and self,31,37,,,,,1,,,,,
623,car trips - 2+ people with multiple end points,,,,,,,1,,,,,
623,trips using public ground transportation,15,51,,,,,,,,,,
623,bags of garbage disposed,21,45,,,,,,,,,,
623,bags of recycling deposited (negative CF),,,,,,,,,,,,
623,bags of compost deposited (negative CF),,,,,,,,,,,,
623,hazardous or electric items disposed,,,,,,,,,,,,
623,large items disposed,,12,,,,,,,,,,
624,Household heating => 70F,1,92,,,,1,,1,,,,
624,Household heating < 70F,3,77,,,,,,1,,,,
624,Use of heat pump,,41,,,,,,,,,,
624,Use of air conditioner,20,46,,,1,,,,,,,
624,shower - short,5,87,,,,,,,,,,
624,shower - long (> 3 min),15,87,,,,,,,,,,
624,bath,6,11,,,,,,,,,,
624,wash-up,51,24,,,,,,,,,,
624,use of dishwasher,,23,,,,,,,1,,,
624,use of clothes washer,2,39,,,,,,,,,,
624,use of clothes dryer,2,13,,,,,,,,,1,
624,use of cooking range,,,,,,,,,,,1,
